ID,Text Description,Video,Image,Infographic,Reviews,Risks
1001279854,1,1,0,1,1,0
1001288451,1,1,0,0,1,0
1001292387,1,0,1,1,1,0
1001295591,1,0,1,1,1,1
100130008,1,1,0,0,1,0
1001302417,1,0,1,0,0,0
1001302832,1,0,1,1,1,1
1001303993,1,0,1,0,1,1
1001304256,1,0,1,1,1,1
1001328623,1,0,0,1,1,1
1001333672,1,0,0,0,0,0
1001338336,1,0,1,0,0,1
1001338443,1,0,1,0,0,0
1001339505,1,0,0,1,0,0
1001340544,1,1,0,0,1,0
100134337,1,1,1,1,1,0
1001344493,1,0,0,0,1,0
1001347176,1,1,0,0,0,1
1001348491,1,1,0,0,1,0
1001352451,1,0,0,0,1,0
1001353002,1,1,0,0,0,0
1001353112,1,0,1,0,1,1
1001366443,1,1,0,1,1,0
1001368898,1,0,1,0,1,1
1001373564,1,1,1,0,0,0
1001377540,1,1,1,0,1,1
1001404128,1,0,1,0,1,1
1001407622,1,1,0,0,0,0
1001423755,1,1,1,1,0,1
1001432466,1,1,1,1,0,1
1001435839,1,0,1,1,1,1
1001442355,1,1,1,1,0,1
1001442379,1,1,0,0,1,0
100144828,1,1,1,0,0,0
1001468086,1,1,0,1,1,1
100147142,1,0,1,0,0,0
1001473842,1,1,0,1,0,0
1001476723,1,0,0,0,1,1
1001484182,1,0,0,1,0,0
1001490622,1,0,0,0,1,0
1001494526,1,1,0,0,0,1
100149523,1,0,1,0,0,1
1001498884,1,1,0,1,0,0
1001502333,1,1,0,0,0,1
1001503577,1,1,1,1,0,1
1001508135,1,1,0,0,1,0
1001513743,1,0,0,1,1,0
1001516983,1,0,0,1,0,0
1001523858,1,1,0,1,1,1
1001524172,1,1,0,1,0,0
1001527526,1,0,0,0,1,0
1001529115,1,0,0,0,1,1
1001529854,1,0,1,1,0,1
1001542282,1,0,1,1,1,0
1001543887,1,1,1,1,0,0
1001548662,1,0,0,0,1,0
1001556760,1,0,1,0,0,0
1001560762,1,1,0,0,1,1
1001565620,1,1,1,1,1,0
1001566226,1,0,1,1,0,0
1001567779,1,0,1,0,0,0
1001570537,1,0,0,1,0,1
1001573862,1,1,0,0,0,0
1001575705,1,0,1,1,1,1
1001576108,1,0,0,1,1,0
1001578248,1,0,0,0,0,1
100158537,1,0,0,0,1,1
1001591110,1,1,1,1,0,1
1001600663,1,0,1,1,0,1
100161658,1,0,1,0,0,0
100162622,1,1,1,1,1,0
1001639879,1,1,0,1,1,1
1001639910,1,1,1,0,1,1
1001650469,1,0,0,1,0,1
1001656127,1,0,1,0,0,1
1001664105,1,1,1,1,0,1
1001685760,1,0,1,1,0,0
1001687258,1,1,0,0,1,1
1001689284,1,1,1,0,0,1
1001696224,1,0,0,1,0,0
1001704257,1,0,1,0,0,0
1001708060,1,0,1,0,1,0
100171056,1,0,0,0,0,1
1001711592,1,1,0,1,1,1
1001714289,1,1,0,0,0,1
1001723373,1,0,1,1,0,1
1001726950,1,1,1,0,1,1
1001732009,1,1,0,0,0,1
100173367,1,1,1,1,1,0
100173829,1,1,0,0,1,1
1001751835,1,1,0,0,1,1
1001762923,1,0,1,0,0,0
1001768094,1,1,1,0,1,0
1001778275,1,1,1,0,0,0
1001780885,1,0,0,0,1,1
1001786083,1,1,1,0,1,1
1001787855,1,0,0,1,1,1
1001796633,1,1,0,1,1,0
100181036,1,1,0,0,1,0
1001813414,1,0,1,1,1,0
1001814122,1,1,1,0,1,0
1001817414,1,0,0,0,0,1
1001820357,1,1,0,1,0,1
100182282,1,0,0,0,0,0
1001823329,1,0,1,1,0,1
10018239,1,0,0,0,1,0
1001838811,1,1,0,0,0,0
1001839289,1,0,0,0,1,0
1001842762,1,0,1,1,0,1
1001846249,1,1,0,1,1,1
1001856035,1,1,1,0,0,1
1001857288,1,1,0,0,1,0
1001863639,1,0,0,1,1,0
1001878319,1,0,1,1,0,0
100188605,1,0,0,0,1,0
1001892879,1,1,1,0,1,0
1001899204,1,0,1,0,1,0
1001904214,1,1,0,0,1,1
1001904397,1,1,0,0,1,1
1001916592,1,0,0,1,0,0
1001923268,1,1,0,1,0,1
1001924624,1,0,0,1,0,0
100194308,1,1,0,1,1,0
1001951313,1,0,0,0,1,1
100196479,1,0,0,1,1,0
1001967967,1,1,1,0,1,1
1001973436,1,0,0,0,0,1
1001975568,1,0,1,0,1,0
1001979324,1,0,0,1,1,0
1001981525,1,0,0,1,1,0
1001988165,1,1,1,0,1,0
1001989065,1,1,1,1,1,0
1001991458,1,0,0,1,1,1
1001994928,1,1,0,1,1,0
1002004487,1,1,0,1,1,0
1002005884,1,1,1,0,0,1
1002007289,1,1,1,1,1,0
1002027893,1,0,1,1,0,1
1002029488,1,0,0,0,1,1
1002031061,1,1,0,1,1,1
1002042898,1,1,1,0,1,0
1002045558,1,1,0,1,0,1
1002058532,1,0,0,0,0,0
1002058739,1,1,1,1,1,1
1002071867,1,1,0,0,0,0
100207951,1,1,0,0,1,0
1002085616,1,0,1,1,1,0
1002087593,1,1,0,1,1,1
1002089437,1,0,0,0,0,0
1002096459,1,0,0,1,0,1
1002098978,1,1,0,0,1,0
1002100913,1,1,1,0,0,0
1002105969,1,0,0,1,0,0
1002109548,1,0,0,0,1,1
1002117681,1,1,1,1,0,1
1002117994,1,0,1,1,0,0
100212057,1,1,0,0,0,1
1002122038,1,0,0,1,0,1
1002125056,1,1,0,0,1,1
1002125164,1,0,0,1,1,1
100212849,1,0,0,0,0,0
1002131859,1,0,1,0,0,1
1002132449,1,1,1,0,0,1
1002132537,1,0,1,1,0,0
1002133517,1,1,0,1,0,1
1002139381,1,0,1,0,0,1
1002139540,1,1,1,0,0,0
1002140523,1,1,1,1,1,1
1002151750,1,1,1,0,0,1
1002181673,1,0,1,1,1,0
1002182970,1,1,1,0,1,1
1002183790,1,0,1,0,0,0
1002187988,1,0,1,1,0,1
1002189572,1,1,1,1,1,1
1002191351,1,1,1,0,0,1
1002191592,1,1,1,1,1,1
1002193030,1,0,0,1,1,1
1002193523,1,0,1,1,0,0
1002208176,1,0,0,1,0,1
1002211518,1,1,0,1,1,0
1002222234,1,1,1,1,1,1
1002222363,1,1,0,1,0,0
1002226766,1,1,1,1,1,1
1002234028,1,0,1,0,1,1
100224840,1,1,1,0,0,1
1002250421,1,1,0,1,1,1
1002264833,1,1,0,1,0,0
1002269200,1,0,1,1,0,0
1002272545,1,0,0,0,0,1
100227845,1,1,0,0,0,1
1002287054,1,1,0,0,1,0
1002289150,1,0,0,0,1,1
1002294238,1,0,1,0,0,1
1002295749,1,1,1,1,0,1
1002299677,1,1,1,0,0,0
1002304874,1,1,1,1,1,1
100230798,1,1,1,0,0,1
1002308373,1,1,1,0,1,1
1002312219,1,1,0,1,0,0
1002342607,1,1,0,0,1,1
1002344676,1,0,1,0,1,1
1002355670,1,1,1,0,1,1
1002363227,1,0,1,1,1,1
100236770,1,0,0,0,0,0
1002368838,1,0,0,1,1,1
1002371950,1,1,0,1,1,1
1002372799,1,1,1,1,1,0
1002379225,1,1,0,1,0,0
1002382304,1,1,0,0,0,0
1002383422,1,0,1,1,1,0
1002384825,1,0,0,1,0,1
1002388106,1,0,1,1,1,1
1002400187,1,0,0,0,0,0
1002405311,1,0,1,1,1,1
1002407161,1,0,1,1,1,1
1002416983,1,0,0,0,0,0
1002418598,1,0,0,0,1,0
10024216,1,1,0,0,0,1
1002421792,1,1,1,1,1,0
1002436709,1,0,1,0,0,1
1002444966,1,0,0,1,0,1
100245014,1,0,0,0,0,0
1002451969,1,1,1,0,0,1
1002453633,1,1,0,1,0,1
1002455585,1,1,1,0,1,1
1002456171,1,0,1,1,0,1
1002478333,1,1,0,1,0,0
1002484986,1,0,1,1,1,1
1002490303,1,0,1,1,0,0
1002492289,1,0,1,0,1,0
10024998,1,1,1,0,0,0
1002500521,1,1,0,1,1,0
1002511877,1,1,1,1,0,1
1002512911,1,1,1,1,0,1
1002514543,1,0,1,0,1,1
1002515281,1,0,0,0,0,1
1002519316,1,0,0,0,0,1
1002520944,1,1,1,0,0,0
1002521611,1,0,0,0,0,1
1002522073,1,1,1,1,1,1
1002524565,1,0,1,1,1,0
1002538085,1,0,1,0,1,0
1002554777,1,1,1,0,0,1
1002560995,1,0,0,0,0,1
1002570423,1,0,0,0,1,0
1002571103,1,0,0,0,1,0
1002585330,1,1,0,1,1,0
1002586292,1,0,1,0,1,1
1002590077,1,1,1,1,1,0
1002597730,1,1,0,0,1,0
1002599057,1,0,0,1,1,0
1002599773,1,0,0,1,0,0
1002599863,1,0,0,0,0,1
1002611685,1,1,1,0,0,1
1002617687,1,0,1,0,0,0
1002621189,1,0,1,0,0,0
1002624093,1,1,1,1,1,1
1002629894,1,0,1,0,0,0
100263139,1,0,0,0,1,1
1002633138,1,1,1,0,0,0
100264379,1,1,1,0,0,1
1002646104,1,0,0,0,1,0
1002646572,1,0,0,1,1,0
1002651584,1,1,0,1,1,0
1002664274,1,0,1,1,0,1
1002674727,1,1,0,1,1,0
1002681356,1,0,0,0,0,1
1002684709,1,1,1,1,0,0
1002692211,1,1,1,0,0,1
1002710067,1,1,1,1,0,0
1002715554,1,0,1,0,0,1
1002717273,1,1,1,0,0,0
1002717707,1,1,0,1,0,1
1002720451,1,0,1,1,1,1
1002721954,1,0,0,1,1,0
1002723323,1,0,1,0,1,1
1002723555,1,0,1,1,1,0
1002724533,1,0,0,1,0,1
1002728217,1,1,0,0,0,0
1002734991,1,0,0,0,0,1
1002740336,1,0,0,1,1,1
1002745522,1,1,0,0,1,1
1002746950,1,1,1,1,1,1
1002749658,1,1,0,1,1,1
100275914,1,0,1,0,0,1
1002762500,1,0,0,0,0,0
1002767552,1,1,1,1,0,0
1002768509,1,0,1,1,1,0
1002770238,1,0,0,1,1,0
1002772966,1,0,0,1,0,0
1002777672,1,0,0,0,0,1
1002780789,1,1,0,0,1,1
1002783462,1,0,0,0,1,1
100278912,1,0,0,0,1,0
1002789295,1,1,1,0,0,1
1002789956,1,1,0,0,0,1
1002799755,1,0,1,1,0,0
1002810193,1,1,1,1,0,1
1002812438,1,1,1,1,1,0
100281397,1,0,1,0,0,0
1002835689,1,0,0,1,0,0
1002840021,1,0,0,0,1,0
1002843911,1,1,1,1,1,0
1002854072,1,0,1,0,1,0
1002854457,1,0,0,0,1,0
1002856989,1,0,0,1,0,1
1002857267,1,0,0,1,0,0
1002864290,1,0,0,1,0,0
1002868550,1,0,0,1,1,0
1002877175,1,0,0,1,1,1
1002884058,1,1,0,0,1,0
1002884302,1,0,1,1,0,1
1002885178,1,0,0,0,1,1
1002886944,1,1,1,1,1,0
1002894446,1,1,1,1,1,0
1002899845,1,1,1,1,0,1
1002904556,1,1,1,0,1,1
1002907198,1,1,1,0,1,1
1002909435,1,0,0,1,0,1
1002910237,1,0,1,1,1,0
1002911532,1,0,1,1,1,0
1002914380,1,1,0,0,1,0
1002919742,1,1,1,1,0,0
1002933346,1,0,1,0,1,1
1002937987,1,1,0,0,0,0
1002938908,1,0,0,1,1,1
1002939824,1,0,0,1,1,1
1002944526,1,0,1,1,1,1
1002946462,1,0,1,1,0,0
1002957206,1,1,0,0,1,0
1002958908,1,0,1,1,0,0
1002959927,1,1,1,1,0,0
1002965096,1,1,0,0,0,1
1002966619,1,1,1,1,0,1
100296818,1,1,1,1,0,0
1002981465,1,0,1,0,0,1
1002984666,1,1,0,1,1,0
1002985353,1,0,0,0,0,0
1002987150,1,1,1,1,0,0
1002997533,1,1,1,1,0,0
100301082,1,0,1,1,1,1
1003011722,1,0,0,1,0,1
100301303,1,1,1,1,1,0
1003014108,1,0,0,0,1,0
100301891,1,0,0,1,1,0
1003023003,1,0,0,1,0,1
1003036680,1,1,0,1,1,1
1003053633,1,1,0,0,0,0
1003074300,1,0,0,0,1,1
1003074363,1,0,0,0,0,0
1003075861,1,1,0,0,1,0
1003083361,1,0,1,1,1,1
1003087682,1,0,1,0,0,1
1003095315,1,1,0,0,1,0
1003104071,1,1,1,1,1,0
1003111955,1,1,1,1,1,1
1003118035,1,0,1,0,1,1
1003122437,1,1,0,1,0,0
1003125430,1,1,0,0,1,0
1003127225,1,0,1,1,0,0
1003130892,1,0,0,1,1,1
1003138593,1,0,0,0,0,1
10031522,1,1,0,1,1,0
1003155427,1,1,0,0,0,0
1003165056,1,0,0,0,0,0
1003166589,1,0,1,0,1,0
1003167050,1,1,0,0,1,0
1003169165,1,1,1,0,0,1
1003182869,1,0,0,1,1,0
1003189373,1,1,0,1,1,1
1003190758,1,0,0,1,1,1
1003202814,1,0,0,1,1,0
1003216930,1,1,1,1,0,0
1003217096,1,1,0,0,0,1
1003228594,1,0,1,0,0,0
1003229159,1,0,1,0,0,0
100324011,1,0,1,1,0,1
1003240719,1,1,1,1,0,1
1003249516,1,0,1,1,0,0
1003259197,1,1,0,0,0,1
1003262687,1,1,0,0,1,0
1003276918,1,0,0,0,0,1
1003279532,1,0,1,1,1,1
100328540,1,1,0,1,0,0
1003293246,1,0,1,1,1,0
1003294350,1,1,1,0,0,0
1003298216,1,0,1,0,1,1
1003308182,1,1,0,1,0,1
1003312804,1,0,1,0,0,1
1003329858,1,0,0,0,0,1
1003330319,1,0,0,1,1,1
1003338175,1,0,1,0,0,1
1003343308,1,0,1,1,1,0
1003346672,1,1,0,1,0,0
1003353231,1,1,1,1,1,1
1003356565,1,0,0,1,1,1
1003357844,1,0,1,0,0,1
1003362350,1,1,1,0,0,0
1003362537,1,0,1,1,1,0
1003365384,1,0,1,1,0,0
1003366986,1,1,1,0,0,1
1003367610,1,1,0,0,0,1
1003378025,1,1,1,0,1,1
1003381,1,0,1,0,1,1
1003405223,1,1,1,0,1,1
1003413226,1,0,0,0,0,0
1003413796,1,1,0,0,0,0
100341575,1,1,1,1,0,0
1003424923,1,0,0,1,0,1
100343348,1,0,0,0,1,0
1003434687,1,0,0,0,0,0
1003436789,1,1,0,1,1,1
1003441266,1,0,0,0,1,0
1003442902,1,1,0,1,0,1
1003447204,1,1,0,1,0,0
1003449040,1,0,0,1,1,1
1003456090,1,1,1,0,0,0
1003458038,1,1,0,0,1,0
1003458646,1,0,1,0,1,0
1003462608,1,0,1,0,0,0
10034684,1,0,1,1,1,1
1003478705,1,1,1,0,1,0
1003480324,1,1,0,0,0,1
1003481542,1,1,1,1,1,0
1003481744,1,1,1,0,1,1
10034874,1,0,1,1,1,0
1003490202,1,0,0,0,0,1
1003490559,1,1,0,1,1,1
100349058,1,1,0,0,0,1
1003494681,1,1,0,1,0,0
1003497710,1,1,1,0,1,1
1003499986,1,1,1,0,1,1
1003500295,1,0,1,1,1,0
1003500859,1,0,1,0,1,0
1003503289,1,0,0,1,1,0
1003506524,1,1,0,1,1,0
1003506965,1,0,0,0,1,1
1003509297,1,1,1,1,0,1
1003514666,1,0,0,0,1,0
1003515712,1,1,1,1,1,0
1003521001,1,1,1,0,0,0
1003523496,1,0,0,0,0,0
1003523631,1,0,0,1,0,1
1003523647,1,1,0,1,1,0
1003525413,1,1,1,1,0,0
1003533888,1,1,1,1,1,1
1003538517,1,1,0,1,1,1
1003539829,1,0,1,1,0,1
1003548564,1,1,1,0,1,0
1003558634,1,0,0,0,1,1
1003560849,1,1,1,1,0,1
1003561048,1,0,1,0,0,0
1003561611,1,0,0,1,1,0
1003568124,1,1,0,1,0,0
1003570206,1,0,1,0,1,0
1003572906,1,1,0,0,1,1
1003583457,1,0,0,1,0,1
1003583595,1,1,0,0,1,0
100358406,1,1,1,1,1,1
100359228,1,1,1,1,1,1
1003596506,1,1,0,1,1,0
1003616594,1,0,1,0,1,1
1003629045,1,0,0,0,0,1
1003637092,1,1,1,0,1,1
100365021,1,1,0,0,1,0
1003665581,1,0,1,1,0,0
1003666213,1,1,1,0,0,0
1003666645,1,0,0,0,1,1
1003666946,1,0,1,1,0,0
1003674692,1,0,1,0,0,0
1003677068,1,1,0,0,1,0
1003708660,1,1,0,1,1,0
1003709180,1,1,0,1,0,1
100371737,1,1,1,1,1,1
1003723279,1,1,0,1,1,0
1003725305,1,1,1,0,1,1
1003727338,1,0,1,1,0,0
100372771,1,0,0,0,1,0
1003742402,1,1,0,0,0,1
1003743392,1,1,0,1,1,0
100375774,1,1,0,1,0,1
1003757970,1,0,0,0,0,0
1003760463,1,0,1,0,1,0
1003761602,1,1,1,1,0,0
1003769496,1,1,0,0,1,1
1003770739,1,1,1,1,0,0
1003775701,1,0,0,0,0,0
1003775790,1,0,0,1,0,0
1003778636,1,0,1,0,0,0
1003793542,1,0,0,0,0,1
1003794504,1,0,1,1,0,0
100379732,1,0,1,1,1,1
1003801298,1,0,0,1,0,1
1003804028,1,0,0,1,1,0
1003804552,1,0,0,0,0,1
1003813966,1,1,1,0,1,0
1003819770,1,0,1,1,0,1
1003829191,1,1,1,1,1,1
1003830843,1,0,1,1,0,1
1003832819,1,1,1,1,0,0
1003835559,1,0,0,0,1,1
100385010,1,0,1,0,1,0
1003851620,1,1,1,1,0,1
1003856570,1,0,0,0,1,0
1003865687,1,1,0,1,0,0
1003865949,1,1,0,0,0,0
1003868419,1,0,1,0,1,1
1003884132,1,1,1,0,0,0
1003886618,1,0,0,1,1,1
1003889504,1,1,0,0,1,0
1003899141,1,1,0,0,1,0
1003900292,1,0,0,1,0,0
1003901425,1,1,1,0,0,1
1003904501,1,0,1,0,1,1
1003906010,1,0,0,1,1,0
1003909472,1,1,1,0,0,0
1003928652,1,1,1,1,0,0
1003928906,1,0,0,0,1,1
1003933374,1,1,0,1,1,0
1003938077,1,1,0,1,1,0
1003940608,1,0,1,1,0,0
1003946946,1,0,0,0,0,1
1003953048,1,1,1,1,1,1
1003953996,1,0,0,1,1,0
1003957942,1,0,1,0,1,1
100395799,1,0,1,1,1,0
1003960110,1,1,0,1,1,1
100396408,1,0,1,0,0,0
1003967599,1,0,1,1,0,0
1003973953,1,0,0,0,0,0
1003974659,1,1,1,1,0,0
1003983201,1,0,0,0,0,1
1003990867,1,0,1,0,0,0
100399282,1,0,0,1,1,0
1003997707,1,0,0,0,0,0
1004008910,1,1,0,1,1,1
1004010327,1,1,1,0,0,1
