,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
27,1000104688,Permaculture Skills,Webseries,Film & Video,CAD,14/12/14,1775700,14/11/14 18:02,4890500,successful,571,CA,4320325.0,4217403,USD 1531304
28,1000104953,Rebel Army Origins: The Heroic Story Of Major Gripes,Comics,Comics,GBP,28/01/16,10000,29/12/15 16:59,11238,successful,27,GB,16770.0,16060,USD 14291
29,100011318,My Moon - Animated Short Film,Animation,Film & Video,USD,03/05/17,5000000,03/04/17 17:11,5757731,successful,840,US,1012000.0,5757731,USD 5000000
30,1000115172,Daily Brew Coffee,Food Trucks,Food,GBP,31/03/15,350000,01/03/15 18:06,2100,failed,1,GB,3242.0,3109,USD 518112
31,1000117861,Ledr workbook: one tough journal!,Product Design,Design,USD,08/10/16,100000,07/09/16 13:14,4726600,successful,549,US,1125300.0,4726600,USD 100000
32,1000120151,Feather Cast Furled Fly Fishing Leaders,Product Design,Design,AUD,22/08/15,200000,23/07/15 03:09,200000,successful,18,AU,147362.0,142735,USD 142735
33,1000120287,BB130A,Public Art,Art,USD,24/03/13,2500000,12/02/13 01:07,139500,failed,30,US,139500.0,139500,USD 2500000
34,100012079,Chris Eger Band - New Nashville Record!,Music,Music,USD,13/08/14,1200000,14/07/14 22:35,1326000,successful,92,US,1326000.0,1326000,USD 1200000
35,1000129669,Squatch Watchers,Webseries,Film & Video,USD,23/08/13,1000000,24/07/13 21:40,137337,failed,54,US,137337.0,137337,USD 1000000
36,1000131947,Arrows & Sound Debut Album,Indie Rock,Music,USD,19/05/12,400000,19/04/12 01:04,864134,successful,157,US,864134.0,864134,USD 400000
37,1000132945,Zen in America: a film on Zen Buddhism in North America,Documentary,Film & Video,USD,21/10/13,1000000,21/09/13 23:00,1566300,successful,213,US,1566300.0,1566300,USD 1000000
38,1000134913,Galaxy: Winnie and Friends,Illustration,Art,USD,27/01/16,300000,23/12/15 21:47,1700,failed,2,US,1700.0,1700,USD 300000
39,1000146991,Help Scott Reynolds Make a New Record!,Indie Rock,Music,USD,02/09/12,1500000,03/08/12 18:43,1749999,successful,277,US,1749999.0,1749999,USD 1500000
40,1000149007,Unschooling To University Book Project,Nonfiction,Publishing,CAD,19/01/18,300000,20/11/17 18:15,59200,live,24,CA,18565.0,47288,USD 239636
41,1000153208,Phil Younger - Slow Down (Official Music Video),Music,Music,USD,20/12/16,210000,09/12/16 20:27,210000,successful,34,US,8300.0,210000,USD 210000
42,1000160286,"""THE RETURN"" book project",Photography,Photography,USD,13/12/13,1500000,13/11/13 00:34,2390700,successful,232,US,2390700.0,2390700,USD 1500000
43,1000170964,Penny Bingo Playing Card Game fun for the whole family!,Tabletop Games,Games,USD,27/03/17,150000,02/03/17 04:01,85600,failed,25,US,32400.0,85600,USD 150000
44,1000171141,The Please Please Me: Studio Premiere,Pop,Music,USD,01/09/12,1000000,15/07/12 03:27,1265600,successful,181,US,1265600.0,1265600,USD 1000000
45,1000182258,WE ARE ONE: STREET MUSIC OF NEW ORLEANS,Documentary,Film & Video,USD,01/10/13,250000,27/08/13 20:17,0,failed,0,US,0.0,0,USD 250000
46,1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,16/10/14,4000000,16/09/14 02:31,6340100,successful,855,US,6340100.0,6340100,USD 4000000
47,1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,23/02/13,800000,24/01/13 06:04,940100,successful,154,US,940100.0,940100,USD 800000
48,1000190427,Seas of Iron,Tabletop Games,Games,USD,19/07/13,300000,19/06/13 03:16,810500,successful,218,US,810500.0,810500,USD 300000
49,1000197321,(In)visible Empire Tees,Public Art,Art,USD,02/01/16,120000,22/11/15 22:47,9000,failed,4,US,9000.0,9000,USD 120000
50,1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,05/02/14,6000000,11/01/14 00:57,6136516,successful,632,US,6136516.0,6136516,USD 6000000
51,100020143,H2O The Underwater Portraits,People,Photography,USD,30/10/17,950000,25/09/17 17:17,600,failed,2,US,500.0,600,USD 950000
52,1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,08/05/15,750000,08/04/15 02:53,300,failed,3,US,300.0,300,USD 750000
53,1000212914,A Teacher's Travels in China,Photography,Photography,USD,13/05/12,400000,18/04/12 23:34,486617,successful,71,US,486617.0,486617,USD 400000
54,1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,19/06/14,1100000,20/05/14 17:18,1105500,successful,51,US,1105500.0,1105500,USD 1100000
55,1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,23/10/14,1375000,24/09/14 03:35,100,failed,1,US,100.0,100,USD 1375000
56,1000226576,Following the Call - A Novel,Fiction,Publishing,USD,01/02/16,1350000,02/01/16 08:06,0,failed,0,US,0.0,0,USD 1350000
57,1000227361,UNDERWATER,Film & Video,Film & Video,USD,26/03/12,950000,13/02/12 19:00,966000,successful,121,US,966000.0,966000,USD 950000
58,1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,18/10/13,6000000,18/09/13 20:20,63500,failed,5,US,63500.0,63500,USD 6000000
59,1000232288,Empires at Sea,Tabletop Games,Games,USD,23/06/15,2500000,24/05/15 12:47,3719900,successful,448,US,3719900.0,3719900,USD 2500000
60,1000233415,Teachers In The Sky,Documentary,Film & Video,USD,18/06/16,25000000,19/04/16 23:53,6500,failed,2,US,6500.0,6500,USD 25000000
61,1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,13/10/16,1200000,13/09/16 11:59,13700,failed,2,IT,0.0,15073,USD 1320234
62,1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,22/06/16,500000,23/05/16 18:10,58700,failed,8,US,58700.0,58700,USD 500000
63,1000235643,HIIT Bottle™,Drinks,Food,USD,27/04/15,1500000,13/03/15 18:33,12499800,successful,2784,US,12499800.0,12499800,USD 1500000
64,1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,09/04/15,85000,23/02/15 00:10,48500,failed,13,US,48500.0,48500,USD 85000
65,1000245024,Safer Home,Hardware,Technology,CAD,03/07/15,5000000,03/06/15 05:52,0,failed,0,CA,0.0,0,USD 3973931
66,1000252415,"Pantochino Productions: ""Cinderella Skeleton the Musical""",Theater,Theater,USD,08/07/11,1500000,09/05/11 15:08,1542500,successful,144,US,1542500.0,1542500,USD 1500000
67,1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,02/07/17,200000,02/06/17 12:20,0,failed,0,GB,0.0,0,USD 257935
68,1000256760,Raise the Woof expanding the love (Canceled),Design,Design,CAD,07/08/15,1500000,08/07/15 21:46,70000,canceled,6,CA,55332.0,53509,USD 1146614
69,1000257563,"""Flying"" Carpets from Azerbaijan Iran and Turkey/Anatolia",Weaving,Crafts,GBP,29/04/15,500000,30/03/15 19:55,200,failed,1,GB,298.0,309,USD 771641
70,1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,25/03/16,8700000,29/02/16 20:30,203000,canceled,15,US,203000.0,203000,USD 8700000
71,1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,23/08/16,10000000,24/07/16 13:18,14100,failed,3,US,10000.0,14100,USD 10000000
72,1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,03/12/14,400000,03/11/14 21:11,479500,successful,95,US,479500.0,479500,USD 400000
73,1000278154,Loot and Recruit - A quirky combative deck building game,Tabletop Games,Games,USD,10/04/15,1300000,10/03/15 13:19,245300,canceled,65,US,245300.0,245300,USD 1300000
74,1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,13/10/15,2500000,08/09/15 00:59,0,canceled,0,US,0.0,0,USD 2500000
75,1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,24/08/16,50000,12/07/16 17:31,21800,failed,6,GB,17483.0,28803,USD 66062
76,1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,09/06/16,6800000,10/05/16 22:52,0,failed,0,US,0.0,0,USD 6800000
77,1000294559,Secular Solstice 2014,Festivals,Theater,USD,27/10/14,750000,02/10/14 01:50,815701,successful,164,US,815701.0,815701,USD 750000
78,1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,13/09/13,2970000,15/08/13 11:16,1041000,failed,76,US,1041000.0,1041000,USD 2970000
79,1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,30/10/15,5000000,31/08/15 06:33,141000,failed,38,US,141000.0,141000,USD 5000000
80,1000328328,ANVIL Beard,Fashion,Fashion,GBP,06/02/15,200000,15/12/14 19:13,6100,failed,9,GB,9587.0,9344,USD 306358
81,1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,31/08/14,1300000,01/08/14 00:02,181100,failed,34,US,181100.0,181100,USD 1300000
82,1000332383,Road to the Shire,Documentary,Film & Video,USD,14/02/12,400000,11/01/12 20:13,404500,successful,29,US,404500.0,404500,USD 400000
83,1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,26/02/15,50000,04/02/15 18:54,154000,successful,31,US,154000.0,154000,USD 50000
84,1000334074,The Locals Only Shirt,Fashion,Fashion,USD,18/05/12,50000,01/05/12 07:11,75482,successful,36,US,75482.0,75482,USD 50000
85,1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,10/07/14,400000,10/06/14 00:09,494450,successful,153,CA,452337.0,464665,USD 375905
86,1000338818,Diet! No thanks I'd rather lose weight,Publishing,Publishing,EUR,30/10/16,1000000,31/08/16 18:13,8800,failed,9,DE,2235.0,9762,USD 1109299
87,1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,16/06/13,500000,17/04/13 00:58,11000,failed,2,US,11000.0,11000,USD 500000
88,1000340977,My Coffee Box,Drinks,Food,USD,16/06/14,300000,17/05/14 22:43,102700,failed,18,US,102700.0,102700,USD 300000
89,1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,13/12/12,450000,30/10/12 08:53,40900,failed,10,US,40900.0,40900,USD 450000
90,1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,23/11/17,500000,24/10/17 16:58,1123800,successful,346,IT,550951.0,1334743,USD 593852
91,1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,06/03/12,428900,21/01/12 18:25,47400,failed,14,US,47400.0,47400,USD 428900
92,1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,14/08/12,200000,30/06/12 20:05,207500,successful,40,US,207500.0,207500,USD 200000
93,10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,26/05/12,1500000,27/03/12 04:25,15100,canceled,4,US,15100.0,15100,USD 1500000
94,1000374001,The Dark Waters Project,Indie Rock,Music,USD,07/04/13,1000000,20/02/13 01:48,1041400,successful,113,US,1041400.0,1041400,USD 1000000
95,1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,03/04/14,150000,04/03/14 17:24,193299,successful,29,US,193299.0,193299,USD 150000
96,1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,27/01/14,300000,18/12/13 20:54,375500,successful,52,US,375500.0,375500,USD 300000
97,1000392220,The Girls Bathroom,Webseries,Film & Video,USD,31/07/11,200000,06/07/11 16:35,225299,successful,45,US,225299.0,225299,USD 200000
98,100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,07/03/15,2500000,05/02/15 16:57,300,failed,3,CA,241.0,236,USD 1963248
99,1000399155,New Lasagna,Restaurants,Food,USD,17/10/14,500000,18/08/14 11:13,0,failed,0,US,0.0,0,USD 500000
100,1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,11/05/14,50000,10/04/14 23:04,75600,successful,8,US,75600.0,75600,USD 50000
101,1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,26/10/12,20000,11/10/12 23:32,27405,successful,14,US,27405.0,27405,USD 20000
102,1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,28/12/16,100000,28/11/16 17:58,105500,successful,19,US,0.0,105500,USD 100000
103,1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,20/11/16,50000,21/10/16 16:23,15600,failed,4,US,100.0,15600,USD 50000
104,1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,25/05/15,5000000,23/04/15 20:04,1133600,canceled,19,CA,924074.0,911034,USD 4018324
105,1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,17/04/16,2000000,14/03/16 12:39,4727300,successful,1261,US,4727300.0,4727300,USD 2000000
106,10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,08/05/17,180000,03/04/17 23:25,2200,failed,2,US,700.0,2200,USD 180000
107,100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,04/07/10,500000,29/04/10 07:14,5000,failed,3,US,5000.0,5000,USD 500000
108,1000445513,Bold Threadz,Fashion,Fashion,USD,20/09/12,540000,02/08/12 04:47,585800,successful,131,US,585800.0,585800,USD 540000
109,1000450327,Happy Fix USA,Apparel,Fashion,USD,01/10/14,175000,17/08/14 17:06,180500,successful,25,US,180500.0,180500,USD 175000
110,1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,24/03/12,100000,12/02/12 17:33,145500,successful,41,US,145500.0,145500,USD 100000
111,1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,13/03/13,1950000,05/02/13 16:16,2026900,successful,491,US,2026900.0,2026900,USD 1950000
112,1000468345,iRNinja - Control your TV with a simple press of a button,Gadgets,Technology,USD,14/06/17,50000,10/05/17 16:00,7400,failed,6,US,26100.0,7400,USD 50000
113,1000476123,Mama's Meatballs,Food,Food,USD,07/08/14,10000,08/07/14 18:52,0,failed,0,US,0.0,0,USD 10000
114,1000479996,Ebony Child:Music Artist drops New Album Comic Book & Film,Pop,Music,USD,21/05/16,1000000,21/04/16 01:46,1000,failed,1,US,1000.0,1000,USD 1000000
115,1000481607,Alpha Omega E.P.,Metal,Music,USD,30/09/16,100000,05/09/16 22:34,47200,failed,13,US,0.0,47200,USD 100000
116,1000490852,Carriage,Art,Art,USD,24/12/17,800000,24/11/17 18:06,836000,successful,121,US,60500.0,836000,USD 800000
117,1000491057,AllThis TV,Comedy,Film & Video,USD,09/04/17,5000000,10/03/17 01:12,4000,failed,3,US,2000.0,4000,USD 5000000
118,1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,18/05/16,632500,19/03/16 21:51,1000,failed,2,US,1000.0,1000,USD 632500
119,1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,08/11/10,2000000,09/10/10 22:48,27000,failed,4,US,27000.0,27000,USD 2000000
120,1000509854,Jane Brown... a story of courage survival and love,Periodicals,Publishing,USD,31/12/11,2500000,31/10/11 23:01,0,failed,0,US,0.0,0,USD 2500000
121,1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,11/10/12,12500000,06/09/12 06:59,301200,failed,67,US,301200.0,301200,USD 12500000
122,100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,06/10/14,340000,07/08/14 13:24,0,failed,0,US,0.0,0,USD 340000
123,1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,29/12/15,200000,21/11/15 14:12,1479400,successful,624,US,1479400.0,1479400,USD 200000
124,1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,30/09/14,2000000,01/09/14 23:39,0,failed,0,US,0.0,0,USD 2000000
125,1000521421,A photobook of life in Japan,Photography,Photography,USD,14/03/13,320000,12/02/13 03:11,56800,failed,11,US,56800.0,56800,USD 320000
126,1000524949,Operation: Make Stuff,Video Games,Games,USD,18/10/12,20000,18/09/12 04:46,30672,successful,36,US,30672.0,30672,USD 20000
127,1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,28/10/12,25000000,28/09/12 09:33,9077100,failed,120,US,9077100.0,9077100,USD 25000000
128,1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,13/11/14,65000,24/10/14 21:50,0,failed,0,US,0.0,0,USD 65000
129,1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,31/03/15,50000,01/03/15 05:52,500,failed,1,GB,772.0,740,USD 74016
130,1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,30/03/13,80000,28/02/13 03:02,106257,successful,20,US,106257.0,106257,USD 80000
131,1000545028,Trackside - Independent documentary featuring Marshals,Documentary,Film & Video,GBP,02/03/14,500000,24/01/14 12:49,503700,successful,47,GB,834598.0,844709,USD 838504
132,1000549881,Brandi Emma promotes her new 5-song EP because of YOU!  Pre-Order Right Here :),Indie Rock,Music,USD,12/07/10,1000000,12/06/10 01:44,400600,failed,44,US,400600.0,400600,USD 1000000
133,1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,16/09/15,400000,17/08/15 15:37,28200,failed,12,IE,31330.0,32202,USD 456762
134,1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,Art Books,Publishing,USD,18/07/12,140000,18/06/12 16:58,253500,successful,49,US,253500.0,253500,USD 140000
135,1000558429,Sellegg start up classified site,Web,Technology,USD,20/03/16,1500000,02/03/16 02:13,2500,failed,1,US,2500.0,2500,USD 1500000
136,1000566862,Farmer Brown's Analogy Farm Game for ages three and above,Games,Games,USD,30/10/13,2500000,27/09/13 03:32,6500,failed,3,US,6500.0,6500,USD 2500000
137,1000567557,The Seven Rays,World Music,Music,USD,09/04/12,300000,24/02/12 02:52,26000,failed,8,US,26000.0,26000,USD 300000
138,100056789,Four Short Stories and Ten Love Poems,Publishing,Publishing,USD,25/08/17,300000,11/07/17 17:43,316500,successful,33,US,22500.0,316500,USD 300000
139,100057323,David LaRocca: Star Spawn,Illustration,Art,USD,22/10/15,65000,21/09/15 14:44,235450,successful,53,US,235450.0,235450,USD 65000
140,1000577059,Calendars for Cats,Photobooks,Photography,USD,29/12/15,100000,29/11/15 14:56,9500,failed,3,US,9500.0,9500,USD 100000
141,10005784,DOGMA - Short Film,Drama,Film & Video,GBP,20/03/15,75000,06/03/15 15:13,75600,successful,15,GB,115331.0,112289,USD 111398
142,1000581546,Project U-Neek,Art,Art,GBP,08/05/13,150000,08/04/13 01:06,151550,successful,19,GB,232027.0,233132,USD 230748
143,1000581804,Architecture & Design Website,Architecture,Design,GBP,28/09/14,50000,29/08/14 19:47,0,failed,0,GB,0.0,0,USD 80332
144,1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,22/12/16,250000,22/11/16 04:46,2500,failed,1,US,3000.0,2500,USD 250000
145,1000590709,Musical Light Suit,Hardware,Technology,USD,28/06/11,600000,19/05/11 09:09,2000,failed,2,US,2000.0,2000,USD 600000
146,1000598804,Gone In 61 Seconds,Tabletop Games,Games,USD,08/11/17,100000,03/11/17 13:44,87500,failed,14,US,42000.0,87500,USD 100000
147,1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,Young Adult,Publishing,GBP,16/06/16,1000000,17/05/16 01:05,100,failed,1,GB,144.0,143,USD 1428714
148,1000600526,Rising Star - Unsigned Artist Compilation Album,Hip-Hop,Music,GBP,22/02/13,60000,08/01/13 22:32,0,failed,0,GB,0.0,0,USD 91777
149,1000600868,Musical stage (escenario musical),Latin,Music,MXN,17/04/17,1800000,03/03/17 22:34,1000,failed,1,MX,0.0,53,USD 95582
150,1000602156,HYDRA DICE,Games,Games,USD,06/06/12,1200000,07/05/12 07:42,310066,failed,89,US,310066.0,310066,USD 1200000
151,1000620551,,Mobile Games,Games,GBP,19/08/14,192500,20/07/14 12:52,29300,failed,5,GB,50063.0,48572,USD 319115
152,1000624031,,Flight,Technology,USD,18/10/14,850000,03/09/14 19:40,135500,failed,4,US,135500.0,135500,USD 850000
153,1000627718,,Theater,Theater,USD,18/06/12,750000,14/05/12 14:33,831500,successful,67,US,831500.0,831500,USD 750000
154,1000629643,,Hardware,Technology,USD,08/07/14,25000000,28/05/14 13:54,26819200,successful,561,US,26819200.0,26819200,USD 25000000
155,1000638156,,Fine Art,Photography,GBP,29/08/14,50000,30/07/14 18:14,1000,failed,1,GB,1698.0,1658,USD 82912
156,1000639526,,Film & Video,Film & Video,GBP,22/12/12,6000000,15/11/12 22:46,548700,failed,90,GB,871562.0,885428,USD 9682104
157,1000644119,,Action,Film & Video,EUR,01/05/16,10000,02/03/16 19:09,2000,failed,2,ES,2177.0,2285,USD 11427
158,1000648117,,Art Books,Publishing,USD,07/04/13,100000,18/03/13 21:16,288350,successful,78,US,288350.0,288350,USD 100000
159,1000648918,,Video Games,Games,USD,31/07/14,7000000,01/07/14 16:01,1554211,failed,260,US,1554211.0,1554211,USD 7000000
160,100065084,,Music,Music,USD,29/06/17,145000,14/06/17 19:57,164700,successful,33,US,0.0,164700,USD 145000
161,1000650960,,Playing Cards,Games,USD,22/03/16,750000,22/01/16 01:36,94225,failed,55,US,94225.0,94225,USD 750000
162,1000654344,,Fashion,Fashion,USD,07/06/14,3600000,01/05/14 17:36,9100367,successful,750,US,9100367.0,9100367,USD 3600000
163,1000654409,,Hardware,Technology,USD,07/12/17,5000000,04/11/17 19:46,423700,failed,12,US,438400.0,423700,USD 5000000
164,1000656794,,Makerspaces,Technology,AUD,01/04/16,12900000,02/03/16 00:15,1160150,failed,32,AU,826742.0,891052,USD 9907834
165,1000659557,,Punk,Music,USD,05/07/16,500000,05/06/16 18:46,0,failed,0,US,0.0,0,USD 500000
166,1000674477,,Documentary,Film & Video,USD,09/12/12,10000000,10/10/12 04:57,808500,failed,37,US,808500.0,808500,USD 10000000
167,1000682368,,Fiction,Publishing,GBP,17/06/15,250000,18/05/15 21:52,131500,failed,29,GB,206807.0,208274,USD 395958
168,1000684975,,Painting,Art,USD,24/04/16,120000,10/03/16 21:25,200,failed,2,US,200.0,200,USD 120000
169,1000694855,,Film & Video,Film & Video,USD,20/09/14,650000,06/08/14 21:28,55500,undefined,0,"N0""",,55500,USD 650000
170,1000697657,,Hardware,Technology,CAD,23/10/13,200000,23/09/13 23:36,65600,failed,18,CA,63678.0,62847,USD 191608
171,1000699196,,Jazz,Music,USD,07/12/14,3200000,07/11/14 18:02,467000,failed,42,US,467000.0,467000,USD 3200000
172,1000707541,,Music,Music,USD,04/11/11,77700,20/10/11 23:51,92300,successful,36,US,92300.0,92300,USD 77700
173,1000710630,,Anthologies,Publishing,USD,20/08/16,750000,06/07/16 16:22,950000,successful,86,US,88000.0,950000,USD 750000
174,1000719127,,Narrative Film,Film & Video,USD,20/03/13,5000000,19/01/13 18:38,216100,failed,26,US,216100.0,216100,USD 5000000
175,1000725978,,Product Design,Design,USD,01/03/16,8000000,21/01/16 12:18,84374300,successful,3784,US,84374300.0,84374300,USD 8000000
176,1000727191,,Pop,Music,USD,20/12/10,200000,26/10/10 01:17,203600,successful,38,US,203600.0,203600,USD 200000
177,1000727905,,Product Design,Design,USD,24/04/15,950000,23/02/15 19:39,0,failed,0,US,0.0,0,USD 950000
