ID,backedLocation,age
1000770149,BR,21
1000772297,GBK,29
1000776914,BR,51
1000777557,BR,27
1000781363,US,69
1000781512,GBK,34
1000785030,BR,77
1000786724,GBK,79
1000788629,US,75
100078996,GBK,34
1000804307,GBK,17
1000804742,US,37
1000810416,BR,22
1000811882,BR,55
1000823935,US,58
1000827504,BR,67
1000827890,GBK,19
1000844246,BR,34
1000850525,US,34
1000853310,BR,56
1000869383,BR,64
1000883509,GBK,55
1000885772,BR,73
100089599,GBK,59
1000916036,US,78
1000922108,BR,31
1000932522,BR,26
1000940032,US,22
1000953875,US,29
1000968500,BR,29
1000983983,BR,17
1000987760,GBK,38
1000988864,GBK,22
1000992739,GBK,34
1000997384,GBK,48
1001000566,GBK,58
100101389,BR,70
100101652,US,76
1001019464,US,26
1001020080,GBK,44
100102338,US,33
1001028167,GBK,43
1001033266,BR,74
1001042227,BR,50
1001048123,BR,19
1001052357,US,72
1001057158,BR,24
1001064677,BR,75
1001077166,GBK,42
1001086968,BR,27
1001087429,GBK,29
1001087682,BR,30
1001093391,BR,52
1001097057,US,32
1001110351,GBK,33
1001126692,GBK,74
1001128468,GBK,35
1001132597,BR,21
1001135664,BR,24
1001136944,US,64
1001143049,GBK,29
1001149306,GBK,77
100114978,GBK,63
1001156528,GBK,25
1001157858,GBK,42
1001159174,US,70
1001165113,GBK,65
1001181420,BR,61
1001188527,GBK,33
1001190550,GBK,78
1001216413,US,47
1001217929,GBK,22
1001218320,GBK,73
1001223817,GBK,68
1001227372,BR,63
1001228129,BR,29
1001230250,GBK,76
1001242672,US,68
1001243185,GBK,39
1001243867,BR,34
1001244864,US,55
100124630,GBK,73
1001251896,BR,33
1001259618,US,20
1001263250,US,43
1001265769,US,36
1001270191,BR,30
1001279854,US,33
1001288451,GBK,51
1001292387,GBK,40
1001295591,US,63
100130008,BR,47
1001302417,GBK,61
1001302832,GBK,69
1001303993,GBK,26
1001304256,US,18
1001328623,US,63
1001333672,GBK,19
1001338336,BR,31
1001338443,GBK,54
1001339505,US,38
1001340544,US,74
100134337,US,78
1001344493,US,73
1001347176,US,73
1001348491,GBK,56
1001352451,BR,32
1001353002,BR,35
1001366443,GBK,53
1001368898,US,27
1001373564,GBK,75
1001377540,GBK,58
1001404128,BR,51
1001407622,BR,79
1001423755,BR,31
1001432466,BR,67
1001442355,GBK,63
1001442379,BR,73
100144828,GBK,35
1001468086,US,23
100147142,US,31
1001476723,US,35
1001484182,US,44
1001490622,BR,20
100149523,GBK,18
1001498884,BR,44
1001502333,GBK,25
1001503577,GBK,39
1001513743,GBK,64
1001516983,BR,59
1001523858,US,30
1001524172,US,45
1001527526,GBK,19
1001529115,US,61
1001542282,GBK,59
1001543887,GBK,17
1001556760,BR,20
1001560762,BR,58
1001566226,US,78
1001567779,BR,38
1001570537,US,44
1001575705,US,78
1001576108,BR,71
1001578248,US,33
100158537,GBK,19
1001591110,US,35
1001600663,GBK,70
100161658,BR,79
100162622,BR,64
1001639879,GBK,50
1001650469,GBK,77
1001656127,BR,74
1001685760,BR,44
1001689284,BR,43
1001696224,BR,46
100171056,US,56
1001711592,US,23
1001714289,BR,67
1001723373,US,78
1001726950,BR,38
1001732009,US,55
100173367,US,72
1001751835,GBK,62
1001762923,US,46
1001768094,BR,30
1001778275,BR,66
1001780885,BR,63
1001787855,GBK,66
1001796633,US,20
100181036,GBK,21
1001813414,US,33
1001814122,US,30
1001817414,US,70
1001820357,US,41
100182282,US,20
1001823329,GBK,62
10018239,US,23
1001838811,GBK,53
1001839289,BR,34
1001842762,US,29
1001846249,GBK,26
1001857288,GBK,22
1001863639,GBK,61
1001878319,GBK,68
100188605,BR,47
1001892879,BR,62
1001904214,GBK,48
1001904397,GBK,53
1001916592,US,47
1001923268,GBK,73
1001924624,US,34
100194308,US,28
1001951313,BR,57
1001967967,US,22
1001973436,GBK,18
1001979324,GBK,44
1001981525,BR,30
1001988165,US,27
1001989065,BR,32
1001991458,GBK,72
1001994928,BR,39
1002004487,GBK,29
1002005884,US,71
1002007289,GBK,27
1002027893,BR,67
1002029488,US,32
1002031061,BR,71
1002042898,GBK,18
1002045558,GBK,59
1002058532,US,62
1002071867,US,41
100207951,US,22
1002085616,GBK,74
1002087593,GBK,71
1002089437,US,63
1002096459,GBK,23
1002098978,BR,24
1002105969,BR,31
1002109548,GBK,38
1002117681,GBK,76
100212057,US,67
1002122038,US,19
1002125056,BR,20
100212849,BR,58
1002131859,GBK,23
1002132537,US,74
1002139381,BR,19
1002139540,US,62
1002140523,GBK,41
1002151750,BR,53
1002181673,GBK,78
1002182970,US,33
1002183790,BR,77
1002189572,GBK,70
1002191351,US,72
1002191592,BR,76
1002193030,US,35
1002208176,US,18
1002211518,GBK,21
1002222234,BR,26
1002222363,US,75
1002226766,BR,17
1002234028,US,68
100224840,GBK,32
1002250421,BR,72
1002264833,GBK,60
1002272545,BR,31
100227845,US,75
1002287054,US,24
1002289150,BR,28
1002295749,BR,78
1002299677,US,27
1002304874,US,18
1002308373,BR,23
1002312219,GBK,38
1002342607,BR,56
1002344676,US,42
1002355670,GBK,22
1002363227,GBK,65
100236770,GBK,54
1002371950,BR,61
1002372799,US,42
1002379225,BR,36
1002382304,US,63
1002383422,GBK,63
1002388106,GBK,35
1002400187,US,19
1002407161,US,36
1002416983,GBK,32
1002418598,BR,54
1002421792,US,24
1002436709,US,55
1002444966,GBK,41
100245014,GBK,56
1002451969,GBK,28
1002453633,US,39
1002456171,GBK,77
1002478333,BR,74
1002484986,GBK,45
1002490303,US,72
1002492289,BR,25
10024998,BR,53
1002511877,BR,49
1002512911,US,63
1002514543,US,38
1002515281,US,40
1002519316,US,27
1002520944,BR,57
1002521611,GBK,32
1002522073,US,72
1002538085,US,68
1002560995,US,72
1002571103,US,33
1002585330,GBK,17
1002586292,BR,59
1002590077,US,23
1002597730,BR,51
1002599057,BR,62
1002599773,BR,78
1002599863,GBK,62
1002611685,GBK,32
1002617687,US,43
1002621189,BR,32
1002624093,US,49
100263139,GBK,49
1002633138,US,66
100264379,BR,48
1002646104,GBK,19
1002646572,BR,32
1002651584,GBK,73
1002664274,BR,33
1002681356,BR,30
1002684709,GBK,18
1002692211,BR,58
1002715554,US,39
1002717273,GBK,66
1002717707,US,19
1002721954,US,70
1002723323,GBK,55
1002724533,GBK,63
1002728217,BR,27
1002734991,GBK,57
1002740336,BR,76
1002745522,GBK,19
1002746950,GBK,39
1002749658,BR,34
100275914,GBK,77
1002762500,GBK,56
1002767552,US,25
1002768509,US,29
1002770238,US,77
1002772966,GBK,46
1002777672,GBK,73
1002780789,BR,44
1002783462,BR,33
100278912,GBK,51
1002789295,US,77
1002789956,BR,43
1002810193,GBK,70
1002812438,US,50
1002835689,GBK,17
1002840021,GBK,70
1002843911,US,37
1002854072,US,51
1002854457,BR,48
1002857267,GBK,52
1002864290,US,73
1002868550,US,61
1002877175,US,60
1002884058,US,60
1002884302,GBK,67
1002885178,US,43
1002886944,US,33
1002894446,GBK,52
1002899845,US,19
1002904556,US,24
1002907198,US,77
1002909435,US,43
1002910237,BR,53
1002911532,BR,26
1002914380,BR,71
1002919742,GBK,78
1002933346,GBK,34
1002937987,BR,73
1002939824,BR,23
1002944526,US,77
1002946462,US,44
1002957206,GBK,76
1002959927,US,22
1002965096,BR,68
1002966619,BR,44
1002985353,US,20
1002987150,BR,22
1002997533,US,66
100301082,US,34
100301303,BR,70
1003014108,GBK,29
100301891,BR,62
1003023003,US,72
1003036680,BR,50
1003053633,BR,34
1003074300,US,64
1003074363,US,65
1003075861,GBK,39
1003083361,US,70
1003095315,US,20
1003111955,US,26
1003122437,US,72
1003125430,BR,19
1003127225,BR,27
1003130892,BR,39
1003138593,BR,47
10031522,BR,62
1003155427,GBK,64
1003165056,GBK,65
1003166589,BR,47
1003169165,GBK,37
1003182869,US,65
1003189373,BR,54
1003190758,BR,38
1003202814,US,75
1003216930,BR,53
1003217096,BR,39
1003228594,GBK,30
1003229159,US,67
100324011,GBK,38
1003240719,GBK,55
1003249516,BR,28
1003259197,BR,72
1003262687,BR,23
1003276918,BR,18
1003279532,BR,31
100328540,US,36
1003293246,BR,78
1003294350,US,70
1003298216,BR,24
1003308182,GBK,27
1003312804,US,20
1003329858,US,27
1003330319,BR,36
1003343308,BR,63
1003346672,US,27
1003353231,BR,28
1003356565,BR,48
1003357844,US,43
1003362350,GBK,72
1003362537,US,68
1003365384,GBK,40
1003367610,US,75
1003378025,US,76
1003381,US,29
1003405223,GBK,68
1003413226,US,58
1003413796,BR,37
100341575,GBK,67
1003424923,US,39
100343348,GBK,71
1003434687,BR,60
1003436789,US,61
1003441266,US,41
1003442902,US,53
1003447204,GBK,75
1003449040,BR,31
1003456090,GBK,69
1003458038,BR,79
1003458646,US,43
1003462608,US,53
10034684,GBK,27
1003478705,BR,48
1003480324,BR,52
1003481542,BR,32
1003481744,BR,37
10034874,GBK,67
1003490559,GBK,54
100349058,BR,55
1003494681,US,53
1003497710,US,68
1003499986,BR,28
1003500295,US,58
1003500859,BR,29
1003503289,US,55
1003506965,GBK,72
1003509297,US,76
1003514666,BR,53
1003515712,BR,57
1003521001,BR,57
1003523496,BR,47
1003523631,BR,37
1003523647,GBK,30
1003525413,US,26
1003533888,GBK,31
1003538517,BR,74
1003539829,GBK,57
1003548564,US,29
1003561048,US,70
1003561611,BR,61
1003568124,BR,29
1003570206,GBK,71
1003572906,BR,43
1003583457,BR,46
1003583595,US,44
100358406,US,41
100359228,US,27
1003596506,BR,50
1003616594,BR,46
1003629045,BR,60
1003637092,US,68
100365021,BR,61
1003665581,US,17
1003666213,US,50
1003666645,BR,19
1003666946,GBK,43
1003674692,GBK,34
1003677068,US,29
1003708660,BR,53
1003709180,GBK,22
100371737,GBK,77
1003723279,GBK,68
1003725305,BR,70
100372771,BR,30
1003742402,US,29
1003743392,GBK,23
100375774,US,76
1003760463,BR,42
1003761602,US,39
1003769496,BR,49
1003770739,GBK,69
1003775701,US,47
1003775790,BR,76
1003778636,US,68
1003793542,GBK,62
1003794504,GBK,31
100379732,GBK,39
1003801298,US,40
1003804552,BR,34
1003813966,BR,73
1003819770,US,21
1003830843,US,25
1003832819,GBK,20
1003835559,GBK,50
1003851620,GBK,30
1003856570,BR,22
1003865687,GBK,35
1003865949,US,46
1003884132,US,27
1003886618,BR,50
1003889504,GBK,55
1003899141,GBK,43
1003900292,US,50
1003901425,US,69
1003904501,US,37
1003906010,BR,51
1003909472,BR,52
1003928652,BR,23
1003928906,BR,41
1003933374,BR,50
1003938077,GBK,70
1003940608,US,75
1003946946,US,66
1003953996,BR,28
100395799,BR,29
1003960110,US,39
100396408,BR,61
1003967599,GBK,22
1003973953,BR,60
1003974659,US,27
1003983201,US,20
1003990867,GBK,40
100399282,BR,44
1003997707,BR,42
1004010327,BR,34
1004013077,GBK,20
1004015081,US,36
1004020983,US,36
1004027294,US,55
1004030065,BR,76
1004065093,BR,40
1004070621,US,37
10040833,US,57
1004084377,GBK,39
1004088982,US,79
1004097002,GBK,48
1004098791,US,57
1004112120,BR,50
100411349,GBK,68
1004125151,BR,42
1004126342,GBK,78
100413062,BR,50
1004138236,US,53
1004152737,BR,39
1004167304,GBK,55
1004189486,US,44
1004192678,US,48
1004203496,BR,51
1004211205,BR,32
1004218067,BR,41
1004220301,BR,41
1004220332,BR,36
1004226383,US,69
1004236435,US,76
1004255433,BR,72
1004269025,US,74
1004275497,BR,19
1004286651,BR,54
1004298993,US,33
1004303528,BR,40
1004304382,GBK,60
1004304591,BR,75
1004307461,BR,50
1004307530,US,26
1004317441,BR,64
100433895,GBK,56
1004339642,US,64
1004356539,US,65
100437007,US,74
1004372197,BR,63
1004377000,BR,37
1004379805,GBK,30
100438743,BR,32
1004394288,GBK,25
1004399460,GBK,35
1004402863,GBK,28
1004405723,US,73
1004405919,BR,76
10044110,BR,75
1004434782,BR,23
1004436383,US,56
1004448951,BR,62
1004456764,BR,29
1004457833,BR,67
1004458643,GBK,31
1004468122,BR,37
1004473432,GBK,79
1004480789,GBK,32
100448936,US,67
1004493837,GBK,44
1004500333,US,51
1004506986,BR,42
1004511073,BR,47
1004513718,GBK,38
1004516410,GBK,77
100452386,GBK,70
1004551323,GBK,27
100455559,GBK,74
1004559427,GBK,21
1004560254,GBK,42
1004597770,GBK,37
1004598628,BR,34
1004598691,GBK,45
100459896,GBK,67
100459984,BR,69
1004619032,US,21
1004621325,US,73
1004621740,GBK,65
1004637630,US,44
1004638242,BR,30
1004641424,GBK,72
100464296,US,26
1004648273,US,50
1004649506,US,68
1004666737,US,79
1004668657,BR,36
1004671073,BR,30
1004671876,US,61
1004686676,BR,29
1004687584,US,48
1004696424,BR,73
1004697378,BR,32
1004698783,US,58
1004727949,US,20
1004749427,GBK,62
1004752143,GBK,17
1004756907,US,33
1004760459,GBK,25
1004763680,GBK,17
1004766153,US,19
1004781384,BR,60
1004783664,US,64
1004784584,US,71
1004807406,BR,36
1004808301,BR,37
1004812579,BR,65
1004814701,BR,42
1004814890,US,77
1004817817,BR,29
1004820376,GBK,61
1004830984,GBK,18
100483818,BR,65
1004846489,BR,38
1004859669,BR,49
1004866875,GBK,54
1004871321,BR,30
1004889267,BR,37
1004911835,BR,71
1004921259,BR,48
1004930345,BR,52
1004941506,BR,60
100495978,BR,17
1004959988,US,57
1004964278,US,18
1004979544,GBK,38
1004982490,US,45
1004988635,BR,33
1004989778,BR,59
1004990910,BR,51
1004999687,BR,62
1005000674,BR,17
1005008262,GBK,62
1005009188,US,17
1005014904,US,56
1005018489,GBK,48
1005020458,US,18
1005023399,US,70
1005027414,BR,73
1005030157,US,22
1005036020,GBK,31
1005037455,GBK,64
1005040851,US,28
1005044737,BR,33
1005051188,GBK,69
1005063605,US,59
1005072084,GBK,41
1005072752,GBK,68
1005080604,BR,67
1005081073,BR,65
1005097329,BR,25
1005100517,US,34
100510248,BR,21
1005103612,BR,24
1005115850,US,27
1005116416,BR,38
1005125521,US,69
1005127698,US,59
1005129219,BR,39
1005136256,US,45
100513718,GBK,69
1005139968,GBK,34
1005149661,BR,38
1005155704,GBK,37
1005157364,BR,24
1005163765,US,73
1005175741,GBK,25
1005181228,US,33
1005185256,GBK,52
1005191083,BR,74
1005205097,BR,46
100520530,GBK,63
100520798,GBK,55
1005217119,BR,31
1005217515,BR,73
1005220066,BR,65
100522240,US,26
100522710,BR,33
1005227930,GBK,37
1005235197,BR,41
1005236469,US,72
1005236629,BR,40
1005237669,GBK,17
1005240043,BR,45
1005240050,BR,27
1005247768,US,79
1005251354,GBK,32
100525355,US,72
1005254734,GBK,45
1005260657,GBK,76
1005272778,US,71
1005276297,GBK,49
1005283757,BR,62
1005287592,BR,68
1005292230,US,55
1005300534,US,72
1005302689,GBK,38
1005313842,US,50
1005349963,US,79
1005351933,GBK,59
1005359874,US,17
1005359971,US,66
1005361089,BR,51
1005373425,BR,67
1005383742,GBK,74
1005387641,US,36
1005393309,US,52
1005393753,US,73
1005393893,US,35
1005395063,GBK,42
1005397520,US,44
1005400392,US,36
1005413300,GBK,42
1005414218,US,32
1005420341,GBK,44
1005422939,GBK,70
1005423973,BR,55
1005426415,BR,37
1005465883,US,60
1005469380,BR,22
1005477477,GBK,37
100548130,US,33
1005482513,BR,35
1005484231,BR,77
1005488729,GBK,58
1005488974,GBK,75
1005515884,US,74
100551656,US,58
1005519605,BR,48
1005523562,US,26
1005529974,US,40
100555757,GBK,35
1005574462,US,22
1005580823,US,35
100558945,GBK,24
1005596335,US,65
1005604448,BR,31
1005610030,BR,51
1005616872,US,77
1005617151,BR,74
1005618996,GBK,40
1005657932,GBK,49
1005691353,GBK,27
1005692400,BR,56
1005696498,US,74
1005696636,GBK,21
1005701123,US,20
1005707504,US,55
1005715738,GBK,47
1005722741,GBK,62
1005724342,US,37
100572504,US,47
1005725530,GBK,65
1005731433,BR,33
1005733913,GBK,25
1005739445,BR,45
1005756530,GBK,68
1005765270,US,20
100576591,GBK,18
1005773136,BR,18
1005787932,GBK,77
1005790478,BR,44
1005800160,US,79
100580052,BR,70
1005801266,GBK,75
1005808602,GBK,56
1005820080,BR,72
1005825129,GBK,20
1005829490,BR,44
1005838041,GBK,37
1005838632,GBK,38
1005843591,US,55
1005844450,GBK,73
1005848496,US,55
1005862247,GBK,67
1005863674,BR,64
1005871270,US,62
1005887854,BR,23
1005889641,BR,55
1005898097,US,73
100590427,GBK,24
1005909550,BR,23
1005926310,US,36
1005933132,GBK,65
1005940775,BR,46
1005948073,BR,70
1005948816,GBK,40
1005949551,GBK,22
1005956476,BR,42
1005958623,BR,43
1005962404,BR,75
1005963962,US,48
1005967498,US,77
1005969894,US,72
1005979441,BR,27
1005983610,BR,73
1005987521,GBK,44
1005987818,US,25
1005999335,US,18
1006008989,BR,44
1006030031,US,49
1006032032,US,46
1006042643,BR,23
1006061306,GBK,54
1006062529,GBK,32
1006069219,BR,44
100607048,GBK,71
1006071976,GBK,76
1006075060,US,23
1006075634,GBK,20
100608135,BR,31
100608193,BR,33
1006086571,US,40
1006094961,GBK,22
1006096554,BR,79
100609913,GBK,52
1006106331,US,59
1006106807,BR,59
1006111903,GBK,58
1006130738,BR,73
100613576,US,30
1006135954,GBK,31
1006139757,US,64
1006151423,US,28
1006155697,BR,26
1006158361,US,76
1006159793,GBK,47
1006171908,US,30
100617198,GBK,64
1006177892,GBK,63
1006178455,US,24
1006188207,US,58
1006194922,BR,25
100620160,US,20
1006207268,US,20
1006211704,US,18
1006213538,BR,40
1006225522,GBK,36
1006230786,US,28
1006239815,US,57
1006243575,GBK,55
1006244792,US,65
1006247883,GBK,21
1006248646,GBK,49
100625301,US,65
1006259122,BR,55
1006259457,GBK,19
100626161,GBK,61
100626163,BR,39
1006282460,US,43
1006292661,BR,42
1006294866,US,38
1006298706,BR,32
1006300664,US,38
1006300866,BR,50
1006312961,US,76
1006327667,US,20
1006335039,BR,65
1006346512,US,23
1006355624,US,69
100635918,US,57
100636650,GBK,31
1006373401,BR,61
1006376324,US,30
1006377345,BR,38
1006390923,GBK,46
1006391233,US,62
1006393926,GBK,22
10064113,US,50
1006427820,GBK,67
1006429259,US,50
1006446157,GBK,52
1006456319,GBK,34
1006461045,GBK,55
1006466755,US,36
1006476938,BR,31
10064783,GBK,70
1006492574,US,54
1006495792,GBK,48
1006506366,BR,63
1006506481,GBK,55
1006507504,BR,56
1006513291,GBK,50
1006519656,GBK,44
1006522756,BR,45
1006567596,US,36
1006597254,US,71
1006607395,US,72
1006614415,GBK,50
1006617922,US,64
1006623404,GBK,68
1006623565,GBK,74
1006626339,BR,65
1006633486,US,35
1006634155,BR,40
1006634329,GBK,30
1006641104,US,58
1006645996,BR,75
1006663687,GBK,37
1006664751,BR,39
100666726,GBK,75
1006670860,GBK,65
1006675756,BR,60
1006677878,GBK,70
1006679476,GBK,62
1006683354,BR,31
1006684765,US,58
1006696072,US,30
1006701693,GBK,45
1006704286,GBK,37
1006737628,GBK,55
1006741652,US,62
1006748617,BR,46
100675027,GBK,33
1006762219,US,21
1006762726,GBK,57
1006763072,GBK,39
1006765909,BR,50
1006767911,BR,35
1006769193,BR,25
1006803949,GBK,19
1006808293,GBK,34
1006817722,US,60
1006821111,US,48
1006835138,GBK,34
100684299,BR,41
1006858038,GBK,18
1006862039,BR,62
1006866696,BR,22
1006879647,BR,79
1006879706,GBK,47
1006879870,US,70
1006881332,GBK,40
1006881955,US,55
1006884820,BR,31
1006885199,GBK,57
1006885357,US,29
1006890111,US,24
1006900956,GBK,51
1006906467,US,23
1006908172,BR,23
1006916666,GBK,67
1006925601,US,17
1006927409,BR,42
1006933983,BR,36
1006938081,GBK,54
1006938422,US,36
1006946922,US,55
1006947711,US,52
1006957330,BR,25
1006971960,GBK,48
1006991848,BR,41
1006997833,US,38
1007002522,GBK,42
1007011953,US,38
1007013670,GBK,36
100701747,GBK,64
1007021695,BR,52
1007023657,BR,56
1007025362,US,52
1007030316,GBK,29
1007034926,US,29
1007035613,BR,76
1007043144,BR,36
1007045506,US,73
1007054028,GBK,30
100705658,BR,65
100705975,US,47
1007061311,GBK,21
1007062718,GBK,62
1007066609,US,20
1007079209,US,52
1007083051,BR,50
1007087321,BR,74
1007098692,GBK,37
1007104392,BR,50
10071048,US,50
100710934,GBK,76
1007112532,US,77
1007121454,BR,30
1007121953,US,39
1007125880,US,50
1007127395,US,44
1007127613,GBK,70
1007132696,BR,58
1007146401,BR,20
1007160049,BR,62
1007161697,BR,64
100716183,GBK,75
1007170928,GBK,69
1007173468,BR,57
1007176355,BR,22
1007181717,GBK,35
1007184915,BR,43
1007186692,BR,41
1007194211,BR,64
1007202487,GBK,42
1007206863,BR,35
1007216026,US,45
1007217653,BR,26
1007222830,US,77
1007232979,BR,64
1007234641,US,49
1007241349,US,53
100724397,GBK,64
100724658,US,45
1007247216,GBK,21
1007254417,US,31
1007262299,US,19
1007262788,US,69
1007262945,US,46
1007266579,GBK,21
1007266950,US,74
1007273151,US,23
1007290270,BR,39
100729444,US,18
100729837,GBK,34
100730862,US,23
1007311371,US,62
1007319222,BR,54
1007320182,BR,36
1007337083,US,38
1007343920,BR,21
1007352842,US,67
1007356096,GBK,62
1007356461,BR,70
100737979,US,27
1007385804,GBK,33
1007387680,US,58
1007390091,US,18
1007391052,GBK,65
1007403960,BR,76
100741369,GBK,51
1007415790,GBK,75
1007415840,US,27
100742490,GBK,40
1007434135,US,72
1007438311,US,37
1007447362,US,61
1007448252,BR,61
1007452207,BR,76
1007454373,GBK,20
1007459417,GBK,39
1007463174,BR,48
1007465692,BR,32
100749093,BR,75
1007494388,US,71
1007512031,GBK,71
1007527427,GBK,42
1007529099,BR,22
1007536352,BR,41
1007537970,BR,78
1007541516,BR,21
1007543210,GBK,60
1007556380,BR,24
1007566985,US,36
1007573974,GBK,79
1007588179,BR,32
1007602723,GBK,25
1007607000,GBK,52
1007612426,BR,30
1007613086,US,32
1007622469,GBK,22
100762302,BR,44
1007626797,US,23
1007629591,GBK,50
1007634693,GBK,73
10076573,GBK,77
1007659850,BR,74
1007664002,US,45
1007678722,US,36
1007681578,BR,45
1007687147,US,66
1007688809,US,42
1007692394,US,58
1007694384,US,37
1007697337,US,46
1007699457,US,48
1007699549,BR,48
1007700830,US,53
1007701013,US,44
1007706991,US,68
1007708012,GBK,68
1007709039,US,68
1007713990,BR,18
1007715539,GBK,40
100772001,BR,74
1007727993,BR,25
1007731722,BR,40
1007739150,US,37
1007746177,GBK,67
1007749153,US,20
1007750244,BR,64
1007753223,US,77
100776736,BR,47
100776900,US,58
1007785522,US,29
1007789651,BR,47
1007791648,US,65
1007791691,US,27
1007794542,GBK,19
1007805265,BR,23
100780551,US,31
1007808471,GBK,64
1007813578,US,35
1007820815,US,32
1007823886,US,72
1007827671,GBK,30
1007837102,BR,74
1007842948,BR,52
1007845710,US,21
10078468,BR,69
1007849968,BR,54
1007855968,GBK,51
1007873173,US,29
1007876558,US,50
1007877419,GBK,28
1007881374,US,38
1007882169,BR,46
1007884579,GBK,45
1007900422,GBK,32
1007907274,BR,27
1007922097,GBK,42
1007931218,GBK,22
1007931376,US,22
1007932118,GBK,77
1007950432,GBK,33
1007952182,GBK,72
1007954494,US,17
1007962251,BR,44
1007964911,US,65
1007966915,GBK,42
1007968792,US,19
1007972386,BR,72
1007978597,BR,46
1007979618,BR,59
100798059,BR,37
1007982476,US,40
10079869,BR,72
1007988914,GBK,19
1007993089,GBK,56
1007995439,GBK,74
1008005812,GBK,40
1008007903,BR,34
100803420,US,65
1008034954,US,56
1008038017,BR,40
1008038898,GBK,69
1008056669,US,63
1008071759,GBK,70
1008076501,US,21
100807940,GBK,37
1008085029,BR,79
100809487,BR,20
1008098717,GBK,78
1008108430,US,50
1008109037,GBK,60
1008111784,BR,34
100811204,GBK,74
1008121300,GBK,29
1008135768,BR,22
1008150076,BR,26
1008155790,US,39
1008169564,US,53
1008170875,GBK,17
1008175271,GBK,73
1008176449,BR,58
1008192056,US,67
1008199165,GBK,37
1008205683,US,74
1008211376,US,52
1008211734,US,28
1008213896,GBK,46
1008220139,US,19
100822204,US,70
1008225216,GBK,24
1008226142,BR,62
1008228345,BR,35
1008244182,GBK,50
1008253437,BR,58
1008257895,US,24
1008262220,BR,67
1008274839,GBK,29
1008275708,US,22
1008276476,BR,17
1008284937,US,22
1008288733,US,48
1008301721,US,35
1008303743,GBK,57
1008305754,GBK,42
1008311896,US,60
1008321992,US,23
1008367501,US,17
1008374361,GBK,77
1008375938,BR,62
1008389546,GBK,25
